"customer_id","gender","age","tier","region","city"
"CUS0220","Male","39","Gold","Seoul","Yeongdeungpo-gu"
"CUS0221","Male","32","Regular","Seoul","Seocho-gu"
"CUS0222","Female","29","Silver","Daegu","Suseong-gu"
"CUS0223","Female","47","Gold","Gyeonggi","Goyang"
"CUS0224","Male","25","Regular","Gyeonggi","Goyang"
"CUS0225","Male","29","Regular","Gyeonggi","Hwaseong"
"CUS0226","Female","52","Gold","Seoul","Yeongdeungpo-gu"
"CUS0227","Female","35","Silver","Gyeonggi","Uijeongbu"
"CUS0228","Female","47","Premium","Seoul","Seocho-gu"
"CUS0229","Male","32","Regular","Incheon","Namdong-gu"
"CUS0230","Male","29","Silver","Incheon","Michuhol-gu"
"CUS0231","Female","32","Gold","Jeolla","Suncheon"
"CUS0232","Female","25","Silver","Seoul","Nowon-gu"
"CUS0233","Female","37","Silver","Seoul","Seocho-gu"
"CUS0234","Female","40","Gold","Gyeonggi","Uijeongbu"
"CUS0235","Male","34","Gold","Seoul","Seongdong-gu"
"CUS0236","Male","20","Regular","Gwangju","Dong-gu"
"CUS0237","Female","40","Silver","Seoul","Seongdong-gu"
"CUS0238","Male","45","Silver","Daegu","Suseong-gu"
"CUS0239","Female","18","Regular","Seoul","Gwanak-gu"
"CUS0240","Female","54","Premium","Gyeonggi","Seongnam"
"CUS0241","Female","55","Silver","Seoul","Yeongdeungpo-gu"
"CUS0242","Female","38","Gold","Seoul","Dobong-gu"
"CUS0243","Male","37","Silver","Gyeongsang","Andong"
"CUS0244","Female","31","Regular","Daejeon","Yuseong-gu"
"CUS0245","Male","47","Silver","Incheon","Bupyeong-gu"
"CUS0246","Male","36","Premium","Gyeongsang","Andong"
"CUS0247","Female","29","Regular","Gyeonggi","Suwon"
"CUS0248","Male","38","Regular","Incheon","Michuhol-gu"
"CUS0249","Male","19","Regular","Seoul","Gwanak-gu"
"CUS0250","Female","26","Premium","Busan","Saha-gu"
"CUS0251","Female","25","Regular","Gyeonggi","Hwaseong"
"CUS0252","Female","44","Regular","Seoul","Songpa-gu"
"CUS0253","Male","","Regular","Seoul","Dobong-gu"
"CUS0254","Male","28","Regular","Jeolla","Jeonju"
"CUS0255","Female","30","Silver","Incheon","Namdong-gu"
"CUS0256","Female","31","Premium","Seoul","Seocho-gu"
"CUS0257","Female","33","Silver","Busan","Saha-gu"
"CUS0258","Female","36","Gold","Seoul","Gwanak-gu"
"CUS0259","Female","28","Regular","Seoul","Mapo-gu"
"CUS0260","Male","24","Regular","Busan","Haeundae-gu"
"CUS0261","Male","18","Regular","Gwangju","Nam-gu"
"CUS0262","Male","42","Silver","Gyeonggi","Uijeongbu"
"CUS0263","Female","18","Regular","Seoul","Gwanak-gu"
"CUS0264","Female","21","Regular","Daegu","Jung-gu"
"CUS0265","Male","37","Regular","Seoul","Songpa-gu"
"CUS0266","Male","40","Regular","Seoul","Seocho-gu"
"CUS0267","Male","28","Silver","Seoul","Seongdong-gu"
"CUS0268","Male","33","Regular","Daegu","Dong-gu"
"CUS0269","Female","35","Regular","Seoul","Dobong-gu"
"CUS0270","Female","32","Regular","Gangwon","Wonju"
"CUS0271","Male","34","Regular","Daegu","Buk-gu"
"CUS0272","Male","26","Regular","Seoul","Gangnam-gu"
"CUS0273","Male","31","Regular","Seoul","Mapo-gu"
"CUS0274","Female","25","Gold","Gyeonggi","Yongin"
"CUS0275","Male","22","Regular","Gangwon","Chuncheon"
"CUS0276","Female","18","Regular","Incheon","Michuhol-gu"
"CUS0277","Male","18","Regular","Incheon","Bupyeong-gu"
"CUS0278","Female","56","Premium","Gyeonggi","Suwon"
"CUS0279","Female","28","Regular","Gwangju","Seo-gu"
"CUS0280","Male","46","Gold","Jeolla","Iksan"
"CUS0281","Female","31","Regular","Gyeonggi","Ansan"
"CUS0282","Male","18","Regular","Incheon","Bupyeong-gu"
"CUS0283","Male","37","Gold","Seoul","Jongno-gu"
"CUS0284","Female","32","Regular","Seoul","Songpa-gu"
"CUS0285","Male","42","Premium","Seoul","Gangnam-gu"
"CUS0286","Female","24","Silver","Gyeonggi","Ansan"
"CUS0287","Male","39","Gold","Daegu","Dong-gu"
"CUS0288","Female","41","Silver","Incheon","Seo-gu"
"CUS0289","Male","24","Premium","Seoul","Seocho-gu"
"CUS0290","Male","18","Regular","Busan","Dongrae-gu"
"CUS0291","Female","34","Silver","Seoul","Mapo-gu"
"CUS0292","Male","22","Regular","Seoul","Songpa-gu"
"CUS0293","Male","20","Regular","Gyeonggi","Uijeongbu"
"CUS0294","Female","38","Regular","Busan","Nam-gu"
"CUS0295","Female","","Premium","Daegu","Dalseo-gu"
"CUS0296","Male","35","Regular","Seoul","Mapo-gu"
"CUS0297","Female","52","Regular","Incheon","Namdong-gu"
"CUS0298","Female","36","Gold","Gyeonggi","Pyeongtaek"
"CUS0299","Female","28","Regular","Seoul","Mapo-gu"
"CUS0300","Female","44","Regular","Daegu","Dalseo-gu"
"CUS0301","Female","42","Gold","Seoul","Gwanak-gu"
"CUS0302","Female","41","Silver","Gyeonggi","Ansan"
"CUS0303","Female","28","Regular","Gyeonggi","Hwaseong"
"CUS0304","Female","38","Silver","Seoul","Jongno-gu"
"CUS0305","Female","38","Silver","Chungcheong","Cheonan"
"CUS0306","Male","46","Gold","Daegu","Suseong-gu"
"CUS0307","Female","32","Regular","Seoul","Nowon-gu"
"CUS0308","Female","34","Silver","Seoul","Seocho-gu"
"CUS0309","Female","19","Regular","Jeolla","Jeonju"
"CUS0310","Female","50","Premium","Jeolla","Yeosu"
"CUS0311","Female","29","Regular","Gyeongsang","Pohang"
"CUS0312","Male","37","Gold","Gyeonggi","Pyeongtaek"
"CUS0313","Female","29","Silver","Seoul","Jongno-gu"
"CUS0314","Female","30","Silver","Seoul","Seongdong-gu"
"CUS0315","Female","31","Silver","Gyeonggi","Namyangju"
"CUS0316","Male","33","Gold","Busan","Suyeong-gu"
"CUS0317","Male","35","Silver","Gyeonggi","Bucheon"
"CUS0318","Female","37","Regular","Seoul","Nowon-gu"
"CUS0319","Male","29","Regular","Chungcheong","Gongju"
"CUS0320","Female","46","Gold","Gyeongsang","Andong"
"CUS0321","Female","24","Regular","Jeju","Seogwipo"
"CUS0322","Male","45","Silver","Gyeonggi","Pyeongtaek"
"CUS0323","Male","36","Premium","Chungcheong","Asan"
"CUS0324","Male","46","Silver","Gyeonggi","Bucheon"
"CUS0325","Female","18","Regular","Seoul","Gwanak-gu"
"CUS0326","Female","20","Regular","Gyeonggi","Bucheon"
"CUS0327","Male","28","Regular","Seoul","Gwanak-gu"
"CUS0328","Female","35","Silver","Gyeonggi","Namyangju"
"CUS0329","Female","49","Premium","Seoul","Gangnam-gu"
"CUS0330","Male","27","Regular","Gyeongsang","Jinju"
"CUS0331","Male","30","Regular","Incheon","Bupyeong-gu"
"CUS0332","Female","37","Silver","Incheon","Yeonsu-gu"
"CUS0333","Female","23","Regular","Seoul","Gangnam-gu"
"CUS0334","Female","24","Regular","Gwangju","Gwangsan-gu"
"CUS0335","Male","53","Premium","Seoul","Mapo-gu"
"CUS0336","Female","23","Regular","Daegu","Suseong-gu"
"CUS0337","Female","30","Regular","Gangwon","Chuncheon"
"CUS0338","Male","19","Silver","Incheon","Namdong-gu"
"CUS0339","Female","31","Gold","Seoul","Mapo-gu"
"CUS0340","Male","37","Premium","Chungcheong","Cheongju"
"CUS0341","Male","42","Gold","Chungcheong","Cheonan"
"CUS0342","Female","47","Regular","Seoul","Nowon-gu"
"CUS0343","Male","28","Regular","Gyeonggi","Uijeongbu"
"CUS0344","Male","45","Regular","Seoul","Yeongdeungpo-gu"
"CUS0345","Female","28","Regular","Daegu","Dong-gu"
"CUS0346","Female","43","Silver","Busan","Dongrae-gu"
"CUS0347","Female","35","Regular","Gangwon","Wonju"
"CUS0348","Male","53","Gold","Seoul","Mapo-gu"
"CUS0349","Male","40","Silver","Gwangju","Nam-gu"
"CUS0350","Female","37","Silver","Daegu","Buk-gu"
"CUS0351","Male","35","Gold","Incheon","Seo-gu"
"CUS0352","Female","34","Silver","Gyeonggi","Yongin"
"CUS0353","Female","37","Gold","Seoul","Seocho-gu"
"CUS0354","Female","40","Regular","Seoul","Seongdong-gu"
"CUS0355","Female","28","Premium","Incheon","Bupyeong-gu"
"CUS0356","Male","39","Silver","Incheon","Michuhol-gu"
"CUS0357","Female","31","Regular","Gwangju","Gwangsan-gu"
"CUS0358","Female","43","Regular","Gyeongsang","Andong"
"CUS0359","Female","36","Premium","Incheon","Seo-gu"
"CUS0360","Male","34","Silver","Gyeonggi","Goyang"
"CUS0361","Female","43","Silver","Seoul","Jongno-gu"
"CUS0362","Female","23","Gold","Seoul","Nowon-gu"
"CUS0363","Female","35","Premium","Jeju","Jeju city"
"CUS0364","Female","32","Regular","Gwangju","Seo-gu"
"CUS0365","Female","43","Regular","Seoul","Mapo-gu"
"CUS0366","Female","28","Regular","Daegu","Buk-gu"
"CUS0367","Male","27","Premium","Gyeonggi","Uijeongbu"
"CUS0368","Male","18","Gold","Seoul","Yeongdeungpo-gu"
"CUS0369","Female","31","Regular","Daegu","Buk-gu"
"CUS0370","Female","23","Regular","Daegu","Dalseo-gu"
"CUS0371","Male","34","Regular","Gyeongsang","Jinju"
"CUS0372","Female","32","Silver","Gyeonggi","Bucheon"
"CUS0373","Male","28","Regular","Gyeonggi","Bucheon"
"CUS0374","Male","31","Regular","Jeolla","Gwangyang"
"CUS0375","Female","18","Regular","Seoul","Yeongdeungpo-gu"
"CUS0376","Male","41","Regular","Chungcheong","Cheonan"
"CUS0377","Female","32","Regular","Gyeongsang","Changwon"
"CUS0378","Female","41","Gold","Gwangju","Gwangsan-gu"
"CUS0379","Male","34","Silver","Gwangju","Nam-gu"
"CUS0380","Male","35","Regular","Gwangju","Gwangsan-gu"
"CUS0381","Female","22","Regular","Seoul","Gangnam-gu"
"CUS0382","Female","45","Regular","Seoul","Mapo-gu"
"CUS0383","Male","40","Silver","Seoul","Yeongdeungpo-gu"
"CUS0384","Female","23","Regular","Gyeonggi","Yongin"
"CUS0385","Female","24","Regular","Seoul","Mapo-gu"
"CUS0386","Male","18","Regular","Incheon","Yeonsu-gu"
"CUS0387","Female","28","Gold","Daegu","Dalseo-gu"
"CUS0388","Female","40","Premium","Seoul","Seocho-gu"
"CUS0389","Female","42","Regular","Seoul","Seongdong-gu"
"CUS0390","Male","36","Regular","Busan","Busanjin-gu"
"CUS0391","Male","30","Silver","Gyeonggi","Goyang"
"CUS0392","Female","22","Regular","Seoul","Gwanak-gu"
"CUS0393","Male","45","Regular","Gyeonggi","Bucheon"
"CUS0394","Female","34","Regular","Gangwon","Chuncheon"
"CUS0395","Male","41","Regular","Seoul","Seongdong-gu"
"CUS0396","Male","49","Premium","Seoul","Dobong-gu"
"CUS0397","Female","39","Silver","Seoul","Seocho-gu"
"CUS0398","Female","40","Gold","Daejeon","Jung-gu"
"CUS0399","Male","48","Gold","Gyeonggi","Namyangju"
"CUS0400","Female","34","Silver","Gyeonggi","Uijeongbu"
"CUS0401","Male","27","Silver","Busan","Busanjin-gu"
"CUS0402","Male","24","Regular","Chungcheong","Cheonan"
"CUS0403","Male","33","Regular","Jeju","Jeju city"
"CUS0404","Male","23","Regular","Daegu","Suseong-gu"
"CUS0405","Female","33","Silver","Busan","Saha-gu"
"CUS0406","Female","34","Silver","Seoul","Dobong-gu"
"CUS0407","Male","26","Regular","Seoul","Gangnam-gu"
"CUS0408","Male","18","Silver","Chungcheong","Sejong"
"CUS0409","Male","18","Regular","Daejeon","Dong-gu"
"CUS0410","Male","18","Regular","Jeju","Seogwipo"
"CUS0411","Female","48","Silver","Chungcheong","Asan"
"CUS0412","Female","32","Gold","Busan","Suyeong-gu"
"CUS0413","Male","34","Regular","Jeolla","Jeonju"
"CUS0414","Female","18","Regular","Jeolla","Iksan"
"CUS0415","Female","27","Silver","Incheon","Bupyeong-gu"
"CUS0416","Male","44","Premium","Daejeon","Dong-gu"
"CUS0417","Male","28","Regular","Seoul","Mapo-gu"
"CUS0418","Male","47","Gold","Seoul","Mapo-gu"
"CUS0419","Male","43","Silver","Gyeonggi","Namyangju"
"CUS0420","Male","18","Regular","Seoul","Gwanak-gu"
"CUS0421","Male","18","Regular","Gyeongsang","Jinju"
"CUS0422","Female","39","Regular","Gwangju","Nam-gu"
"CUS0423","Male","29","Regular","Gyeongsang","Gyeongju"
"CUS0424","Female","25","Gold","Gyeonggi","Bucheon"
"CUS0425","Female","42","Regular","Gyeonggi","Namyangju"
"CUS0426","Male","36","Regular","Seoul","Nowon-gu"
"CUS0427","Male","30","Silver","Seoul","Gwanak-gu"
"CUS0428","Male","55","Gold","Chungcheong","Gongju"
"CUS0429","Female","34","Gold","Incheon","Michuhol-gu"
"CUS0430","Male","27","Regular","Seoul","Dobong-gu"
"CUS0431","Female","47","Premium","Busan","Dongrae-gu"
"CUS0432","Male","32","Silver","Gyeonggi","Suwon"
"CUS0433","Female","37","Regular","Seoul","Seongdong-gu"
"CUS0434","Female","36","Silver","Gyeonggi","Seongnam"
"CUS0435","Male","42","Silver","Busan","Busanjin-gu"
"CUS0436","Female","23","Silver","Seoul","Dobong-gu"
"CUS0437","Male","23","Regular","Gyeongsang","Changwon"
"CUS0438","Female","46","Regular","Chungcheong","Cheonan"
"CUS0439","Male","38","Gold","Daegu","Buk-gu"
"CUS0440","Male","36","Silver","Busan","Busanjin-gu"
"CUS0441","Male","42","Silver","Chungcheong","Gongju"
"CUS0442","Female","43","Silver","Seoul","Seocho-gu"
"CUS0443","Female","35","Silver","Gyeonggi","Uijeongbu"
"CUS0444","Male","22","Regular","Jeju","Seogwipo"
"CUS0445","Male","31","Regular","Jeju","Seogwipo"
"CUS0446","Male","36","Silver","Busan","Busanjin-gu"
"CUS0447","Male","39","Regular","Chungcheong","Gongju"
"CUS0448","Male","25","Gold","Gangwon","Gangneung"
"CUS0449","Male","27","Regular","Gwangju","Dong-gu"
"CUS0450","Male","30","Regular","Busan","Haeundae-gu"
"CUS0451","Male","43","Regular","Gyeonggi","Ansan"
"CUS0452","Female","21","Regular","Gyeonggi","Ansan"
"CUS0453","Male","43","Regular","Seoul","Gwanak-gu"
"CUS0454","Male","38","Regular","Incheon","Namdong-gu"
"CUS0455","Female","18","Gold","Gyeonggi","Seongnam"
"CUS0456","Male","49","Regular","Seoul","Gangnam-gu"
"CUS0457","Male","38","Regular","Gyeonggi","Ansan"
"CUS0458","Female","58","Gold","Incheon","Bupyeong-gu"
"CUS0459","Female","39","Silver","Gangwon","Wonju"
